Funding Source,Wallet Media Type,Model,Objective,Media Mix,Media Category,Month,Spend,Date,tier,Media Channel
T1,Digital Display,Altima,In Market,African AM,AFRICAN AM MEDIA,May,10000.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,African AM,AFRICAN AM MEDIA,September,10000.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,Lifestyle,DIGITAL MEDIA,August,15410.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,Lifestyle,DIGITAL MEDIA,July,25852.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,Lifestyle,DIGITAL MEDIA,June,10146.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,Lifestyle,DIGITAL MEDIA,May,304371.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,Lifestyle,DIGITAL MEDIA,September,21990.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Altima,In Market,Social Media,DIGITAL MEDIA,August,20003.00,8/1/19,T1,Social T1
T1,Digital Display,Altima,In Market,Social Media,DIGITAL MEDIA,July,20003.00,7/1/19,T1,Social T1
T1,Digital Display,Altima,In Market,Social Media,DIGITAL MEDIA,June,22449.00,6/1/19,T1,Social T1
T1,Digital Display,Altima,In Market,Social Media,DIGITAL MEDIA,May,23417.00,5/1/19,T1,Social T1
T1,Digital Display,Altima,In Market,Social Media,DIGITAL MEDIA,September,27583.00,9/1/19,T1,Social T1
T1,Digital Display,Altima,Near Market,Lifestyle,DIGITAL MEDIA,April,17812.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Altima,Near Market,Lifestyle,DIGITAL MEDIA,August,8706.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Altima,Near Market,Lifestyle,DIGITAL MEDIA,July,8706.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Altima,Near Market,Lifestyle,DIGITAL MEDIA,June,17367.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Altima,Near Market,Lifestyle,DIGITAL MEDIA,May,17390.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Altima,Near Market,Lifestyle,DIGITAL MEDIA,September,8706.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Armada,In Market,Social Media,DIGITAL MEDIA,June,2339.00,6/1/19,T1,Social T1
T1,Digital Display,Armada,In Market,Social Media,DIGITAL MEDIA,May,23417.00,5/1/19,T1,Social T1
T1,Digital Display,Frontier,In Market,Lifestyle,DIGITAL MEDIA,May,170951.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,African AM,AFRICAN AM MEDIA,August,50000.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,African AM,AFRICAN AM MEDIA,June,85000.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,African AM,AFRICAN AM MEDIA,May,75000.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,Hispanic,HISPANIC MEDIA,June,300000.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,Hispanic,HISPANIC MEDIA,May,300000.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,Lifestyle,DIGITAL MEDIA,June,220112.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,Future Market,Lifestyle,DIGITAL MEDIA,May,1205619.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,In Market,Lifestyle,DIGITAL MEDIA,May,464284.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Kicks,In Market,Social Media,DIGITAL MEDIA,June,2339.00,6/1/19,T1,Social T1
T1,Digital Display,Kicks,In Market,Social Media,DIGITAL MEDIA,May,23417.00,5/1/19,T1,Social T1
T1,Digital Display,LEAF,Near Market,Social Media,DIGITAL MEDIA,August,266667.00,8/1/19,T1,Social T1
T1,Digital Display,LEAF,Near Market,Social Media,DIGITAL MEDIA,July,531531.00,7/1/19,T1,Social T1
T1,Digital Display,LEAF,Near Market,Social Media,DIGITAL MEDIA,June,41519.00,6/1/19,T1,Social T1
T1,Digital Display,LEAF,Near Market,Social Media,DIGITAL MEDIA,September,266667.00,9/1/19,T1,Social T1
T1,Digital Display,Maxima,In Market,African AM,AFRICAN AM MEDIA,April,4000.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Maxima,In Market,African AM,AFRICAN AM MEDIA,August,19999.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Maxima,In Market,African AM,AFRICAN AM MEDIA,July,19999.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Maxima,In Market,African AM,AFRICAN AM MEDIA,June,19999.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Maxima,In Market,African AM,AFRICAN AM MEDIA,May,19999.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Maxima,In Market,African AM,AFRICAN AM MEDIA,September,19999.00,9/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,April,55085.00,4/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,August,55755.00,8/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,July,55596.00,7/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,June,55215.00,6/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,May,54868.00,5/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,September,55666.00,9/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,April,55085.00,4/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,August,55755.00,8/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,July,55596.00,7/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,June,55215.00,6/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,May,54868.00,5/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,September,55666.00,9/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,April,55085.00,4/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,August,55755.00,8/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,July,55596.00,7/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,June,55215.00,6/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,May,54868.00,5/1/19,T1,Digital Display T1
T1,Digital Display,NV,In Market,NCV Media,NCV MEDIA,September,55666.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Pathfinder,In Market,Lifestyle,DIGITAL MEDIA,May,170951.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,African AM,AFRICAN AM MEDIA,July,25000.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,African AM,AFRICAN AM MEDIA,June,75000.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,African AM,AFRICAN AM MEDIA,May,20000.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,African AM,AFRICAN AM MEDIA,September,50000.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Hispanic,HISPANIC MEDIA,April,182538.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Hispanic,HISPANIC MEDIA,August,224713.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Hispanic,HISPANIC MEDIA,July,101864.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Hispanic,HISPANIC MEDIA,June,449859.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Hispanic,HISPANIC MEDIA,May,847537.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Hispanic,HISPANIC MEDIA,September,246374.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,LGBTQ,LGBT MEDIA,August,12405.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,LGBTQ,LGBT MEDIA,July,69601.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,LGBTQ,LGBT MEDIA,June,110822.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,LGBTQ,LGBT MEDIA,May,140203.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,LGBTQ,LGBT MEDIA,September,12001.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Lifestyle,DIGITAL MEDIA,August,268869.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Lifestyle,DIGITAL MEDIA,September,1355384.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Future Market,Social Media,DIGITAL MEDIA,April,4500.00,4/1/19,T1,Social T1
T1,Digital Display,Rogue,Future Market,Social Media,DIGITAL MEDIA,September,62894.00,9/1/19,T1,Social T1
T1,Digital Display,Rogue,In Market,African AM,AFRICAN AM MEDIA,April,1500.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,African AM,AFRICAN AM MEDIA,August,10001.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,African AM,AFRICAN AM MEDIA,July,10001.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,African AM,AFRICAN AM MEDIA,June,10001.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,African AM,AFRICAN AM MEDIA,May,10001.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,African AM,AFRICAN AM MEDIA,September,10001.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,Lifestyle,DIGITAL MEDIA,May,293333.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,In Market,Social Media,DIGITAL MEDIA,June,2339.00,6/1/19,T1,Social T1
T1,Digital Display,Rogue,In Market,Social Media,DIGITAL MEDIA,May,23417.00,5/1/19,T1,Social T1
T1,Digital Display,Rogue,Near Market,Lifestyle,DIGITAL MEDIA,April,17812.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Near Market,Lifestyle,DIGITAL MEDIA,August,8706.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Near Market,Lifestyle,DIGITAL MEDIA,July,8706.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Near Market,Lifestyle,DIGITAL MEDIA,June,17367.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Near Market,Lifestyle,DIGITAL MEDIA,May,17390.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue,Near Market,Lifestyle,DIGITAL MEDIA,September,8706.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Rogue Sport,In Market,Lifestyle,DIGITAL MEDIA,May,170951.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Rogue Sport,In Market,Social Media,DIGITAL MEDIA,June,2339.00,6/1/19,T1,Social T1
T1,Digital Display,Rogue Sport,In Market,Social Media,DIGITAL MEDIA,May,23417.00,5/1/19,T1,Social T1
T1,Digital Display,Sentra,In Market,African AM,AFRICAN AM MEDIA,April,1500.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Sentra,In Market,African AM,AFRICAN AM MEDIA,August,10001.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Sentra,In Market,African AM,AFRICAN AM MEDIA,July,10001.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Sentra,In Market,African AM,AFRICAN AM MEDIA,June,10001.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Sentra,In Market,African AM,AFRICAN AM MEDIA,May,10001.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Sentra,In Market,African AM,AFRICAN AM MEDIA,September,10001.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Sentra,In Market,Social Media,DIGITAL MEDIA,June,2339.00,6/1/19,T1,Social T1
T1,Digital Display,Sentra,In Market,Social Media,DIGITAL MEDIA,May,23417.00,5/1/19,T1,Social T1
T1,Digital Display,Titan,Future Market,Social Media,DIGITAL MEDIA,May,13398.00,5/1/19,T1,Social T1
T1,Digital Display,Titan,In Market,Lifestyle,DIGITAL MEDIA,April,277150.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Titan,In Market,Lifestyle,DIGITAL MEDIA,August,827348.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Titan,In Market,Lifestyle,DIGITAL MEDIA,July,625682.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Titan,In Market,Lifestyle,DIGITAL MEDIA,June,758175.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Titan,In Market,Lifestyle,DIGITAL MEDIA,May,1027683.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Titan,In Market,Lifestyle,DIGITAL MEDIA,September,827348.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Titan,In Market,Social Media,DIGITAL MEDIA,April,134995.00,4/1/19,T1,Social T1
T1,Digital Display,Titan,In Market,Social Media,DIGITAL MEDIA,August,422150.00,8/1/19,T1,Social T1
T1,Digital Display,Titan,In Market,Social Media,DIGITAL MEDIA,July,356667.00,7/1/19,T1,Social T1
T1,Digital Display,Titan,In Market,Social Media,DIGITAL MEDIA,June,501973.00,6/1/19,T1,Social T1
T1,Digital Display,Titan,In Market,Social Media,DIGITAL MEDIA,May,683627.00,5/1/19,T1,Social T1
T1,Digital Display,Titan,In Market,Social Media,DIGITAL MEDIA,September,422150.00,9/1/19,T1,Social T1
T1,Digital Display,Titan,Near Market,Lifestyle,DIGITAL MEDIA,April,3409.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Titan,Near Market,Lifestyle,DIGITAL MEDIA,August,6605.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Titan,Near Market,Lifestyle,DIGITAL MEDIA,July,6605.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Titan,Near Market,Lifestyle,DIGITAL MEDIA,June,6392.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Titan,Near Market,Lifestyle,DIGITAL MEDIA,May,6605.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Titan,Near Market,Lifestyle,DIGITAL MEDIA,September,6392.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Titan,Near Market,Social Media,DIGITAL MEDIA,September,180000.00,9/1/19,T1,Social T1
T1,Digital Display,Versa,Future Market,African AM,AFRICAN AM MEDIA,September,115000.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,African AM,AFRICAN AM MEDIA,April,1500.00,4/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,African AM,AFRICAN AM MEDIA,August,10001.00,8/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,African AM,AFRICAN AM MEDIA,July,10001.00,7/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,African AM,AFRICAN AM MEDIA,June,10001.00,6/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,African AM,AFRICAN AM MEDIA,May,10001.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,African AM,AFRICAN AM MEDIA,September,110001.00,9/1/19,T1,Digital Display T1
T1,Digital Display,Versa,In Market,Lifestyle,DIGITAL MEDIA,May,170951.00,5/1/19,T1,Digital Display T1
T1,Digital Display,Versa,Near Market,Social Media,DIGITAL MEDIA,April,193767.00,4/1/19,T1,Social T1
T1,Direct Mail,LEAF,Near Market,Consumer Print,PRINT,July,81173.00,7/1/19,T1,Other
T1,Direct Mail,LEAF,Near Market,Consumer Print,PRINT,June,81173.00,6/1/19,T1,Other
T1,Direct Mail,LEAF,Near Market,Consumer Print,PRINT,May,187655.00,5/1/19,T1,Other
T1,Online Video,Altima,Future Market,African AM,AFRICAN AM MEDIA,July,25000.00,7/1/19,T1,Streaming T1
T1,Online Video,Altima,Future Market,African AM,AFRICAN AM MEDIA,June,25000.00,6/1/19,T1,Streaming T1
T1,Online Video,Altima,Future Market,African AM,AFRICAN AM MEDIA,May,50000.00,5/1/19,T1,Streaming T1
T1,Online Video,Armada,Near Market,Social Video,DIGITAL MEDIA,August,157162.00,8/1/19,T1,Social T1
T1,Online Video,Armada,Near Market,Social Video,DIGITAL MEDIA,July,157162.00,7/1/19,T1,Social T1
T1,Online Video,Armada,Near Market,Social Video,DIGITAL MEDIA,September,152092.00,9/1/19,T1,Social T1
T1,Online Video,Armada,Near Market,Streaming Video,DIGITAL MEDIA,April,213648.00,4/1/19,T1,Streaming T1
T1,Online Video,Armada,Near Market,Streaming Video,DIGITAL MEDIA,August,460956.00,8/1/19,T1,Streaming T1
T1,Online Video,Armada,Near Market,Streaming Video,DIGITAL MEDIA,July,460956.00,7/1/19,T1,Streaming T1
T1,Online Video,Armada,Near Market,Streaming Video,DIGITAL MEDIA,June,267060.00,6/1/19,T1,Streaming T1
T1,Online Video,Armada,Near Market,Streaming Video,DIGITAL MEDIA,May,213648.00,5/1/19,T1,Streaming T1
T1,Online Video,Armada,Near Market,Streaming Video,DIGITAL MEDIA,September,446086.00,9/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,African AM,AFRICAN AM MEDIA,August,25000.00,8/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,African AM,AFRICAN AM MEDIA,June,50000.00,6/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,African AM,AFRICAN AM MEDIA,May,50000.00,5/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,Hispanic,HISPANIC MEDIA,June,348725.00,6/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,Hispanic,HISPANIC MEDIA,May,117217.00,5/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,Social Video,DIGITAL MEDIA,June,2098582.00,6/1/19,T1,Social T1
T1,Online Video,Kicks,Future Market,Social Video,DIGITAL MEDIA,May,614079.00,5/1/19,T1,Social T1
T1,Online Video,Kicks,Future Market,Streaming Video,DIGITAL MEDIA,June,4525994.00,6/1/19,T1,Streaming T1
T1,Online Video,Kicks,Future Market,Streaming Video,DIGITAL MEDIA,May,1144294.00,5/1/19,T1,Streaming T1
T1,Online Video,Kicks,Near Market,Social Video,DIGITAL MEDIA,May,879706.00,5/1/19,T1,Social T1
T1,Online Video,Kicks,Near Market,Streaming Video,DIGITAL MEDIA,May,1364391.00,5/1/19,T1,Streaming T1
T1,Online Video,LEAF,Near Market,Social Video,DIGITAL MEDIA,July,454604.00,7/1/19,T1,Social T1
T1,Online Video,LEAF,Near Market,Social Video,DIGITAL MEDIA,June,1453625.00,6/1/19,T1,Social T1
T1,Online Video,LEAF,Near Market,Streaming Video,DIGITAL MEDIA,August,550883.00,8/1/19,T1,Streaming T1
T1,Online Video,LEAF,Near Market,Streaming Video,DIGITAL MEDIA,July,1046578.00,7/1/19,T1,Streaming T1
T1,Online Video,LEAF,Near Market,Streaming Video,DIGITAL MEDIA,June,1430088.00,6/1/19,T1,Streaming T1
T1,Online Video,LEAF,Near Market,Streaming Video,DIGITAL MEDIA,May,398333.00,5/1/19,T1,Streaming T1
T1,Online Video,LEAF,Near Market,Streaming Video,DIGITAL MEDIA,September,550883.00,9/1/19,T1,Streaming T1
T1,Online Video,Murano,Near Market,Social Video,DIGITAL MEDIA,August,168455.00,8/1/19,T1,Social T1
T1,Online Video,Murano,Near Market,Social Video,DIGITAL MEDIA,July,168455.00,7/1/19,T1,Social T1
T1,Online Video,Murano,Near Market,Social Video,DIGITAL MEDIA,June,403165.00,6/1/19,T1,Social T1
T1,Online Video,Murano,Near Market,Social Video,DIGITAL MEDIA,May,496719.00,5/1/19,T1,Social T1
T1,Online Video,Murano,Near Market,Streaming Video,DIGITAL MEDIA,August,389988.00,8/1/19,T1,Streaming T1
T1,Online Video,Murano,Near Market,Streaming Video,DIGITAL MEDIA,July,389988.00,7/1/19,T1,Streaming T1
T1,Online Video,Murano,Near Market,Streaming Video,DIGITAL MEDIA,June,1144220.00,6/1/19,T1,Streaming T1
T1,Online Video,Murano,Near Market,Streaming Video,DIGITAL MEDIA,May,970816.00,5/1/19,T1,Streaming T1
T1,Online Video,Murano,Near Market,Streaming Video,DIGITAL MEDIA,September,808194.00,9/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,African AM,AFRICAN AM MEDIA,July,50000.00,7/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,African AM,AFRICAN AM MEDIA,June,125000.00,6/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,African AM,AFRICAN AM MEDIA,May,50000.00,5/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,African AM,AFRICAN AM MEDIA,September,25000.00,9/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Hispanic,HISPANIC MEDIA,April,339636.00,4/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Hispanic,HISPANIC MEDIA,August,1.00,8/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Hispanic,HISPANIC MEDIA,July,1178611.00,7/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Hispanic,HISPANIC MEDIA,May,217688.00,5/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Social Video,DIGITAL MEDIA,April,2033330.00,4/1/19,T1,Social T1
T1,Online Video,Rogue,Future Market,Social Video,DIGITAL MEDIA,July,2578319.00,7/1/19,T1,Social T1
T1,Online Video,Rogue,Future Market,Social Video,DIGITAL MEDIA,May,1140433.00,5/1/19,T1,Social T1
T1,Online Video,Rogue,Future Market,Streaming Video,DIGITAL MEDIA,April,3075375.00,4/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Streaming Video,DIGITAL MEDIA,July,4414596.00,7/1/19,T1,Streaming T1
T1,Online Video,Rogue,Future Market,Streaming Video,DIGITAL MEDIA,May,2125117.00,5/1/19,T1,Streaming T1
T1,Online Video,Titan,Future Market,Streaming Video,DIGITAL MEDIA,September,8988.00,9/1/19,T1,Streaming T1
T1,Online Video,Versa,Future Market,Hispanic,HISPANIC MEDIA,September,1188652.00,9/1/19,T1,Streaming T1
T1,Online Video,Versa,Future Market,Social Video,DIGITAL MEDIA,September,2090319.00,9/1/19,T1,Social T1
T1,Online Video,Versa,Future Market,Streaming Video,DIGITAL MEDIA,September,9535132.00,9/1/19,T1,Streaming T1
T1,Online Video,Versa,Near Market,Streaming Video,DIGITAL MEDIA,September,125000.00,9/1/19,T1,Streaming T1
T1,OOH,Altima,Future Market,OOH,OUTDOOR,April,3309.00,4/1/19,T1,Other
T1,OOH,Altima,Future Market,OOH,OUTDOOR,August,3309.00,8/1/19,T1,Other
T1,OOH,Altima,Future Market,OOH,OUTDOOR,July,3309.00,7/1/19,T1,Other
T1,OOH,Altima,Future Market,OOH,OUTDOOR,June,3309.00,6/1/19,T1,Other
T1,OOH,Altima,Future Market,OOH,OUTDOOR,May,3309.00,5/1/19,T1,Other
T1,OOH,Altima,Future Market,OOH,OUTDOOR,September,3309.00,9/1/19,T1,Other
T1,OOH,LEAF,Near Market,OOH,OUTDOOR,August,488550.00,8/1/19,T1,Other
T1,OOH,LEAF,Near Market,OOH,OUTDOOR,July,588900.00,7/1/19,T1,Other
T1,OOH,LEAF,Near Market,OOH,OUTDOOR,June,637478.00,6/1/19,T1,Other
T1,OOH,LEAF,Near Market,OOH,OUTDOOR,May,745693.00,5/1/19,T1,Other
T1,OOH,Rogue,Future Market,OOH,OUTDOOR,April,3309.00,4/1/19,T1,Other
T1,OOH,Rogue,Future Market,OOH,OUTDOOR,August,3309.00,8/1/19,T1,Other
T1,OOH,Rogue,Future Market,OOH,OUTDOOR,July,3309.00,7/1/19,T1,Other
T1,OOH,Rogue,Future Market,OOH,OUTDOOR,June,3309.00,6/1/19,T1,Other
T1,OOH,Rogue,Future Market,OOH,OUTDOOR,May,3309.00,5/1/19,T1,Other
T1,OOH,Rogue,Future Market,OOH,OUTDOOR,September,3309.00,9/1/19,T1,Other
T1,Print,Altima,Near Market,Trade Print,PRINT,August,6418.00,8/1/19,T1,Print
T1,Print,Altima,Near Market,Trade Print,PRINT,July,7599.00,7/1/19,T1,Print
T1,Print,Altima,Near Market,Trade Print,PRINT,June,7892.00,6/1/19,T1,Print
T1,Print,Altima,Near Market,Trade Print,PRINT,May,5658.00,5/1/19,T1,Print
T1,Print,Altima,Near Market,Trade Print,PRINT,September,6089.00,9/1/19,T1,Print
T1,Print,Rogue,Future Market,Consumer Print,PRINT,August,69253.00,8/1/19,T1,Print
T1,Print,Rogue,Future Market,Consumer Print,PRINT,September,17692.00,9/1/19,T1,Print
T1,Print,Rogue,Near Market,Trade Print,PRINT,August,6418.00,8/1/19,T1,Print
T1,Print,Rogue,Near Market,Trade Print,PRINT,July,7599.00,7/1/19,T1,Print
T1,Print,Rogue,Near Market,Trade Print,PRINT,June,7892.00,6/1/19,T1,Print
T1,Print,Rogue,Near Market,Trade Print,PRINT,May,5658.00,5/1/19,T1,Print
T1,Print,Rogue,Near Market,Trade Print,PRINT,September,6089.00,9/1/19,T1,Print
T1,Search,Altima,In Market,Hispanic,HISPANIC MEDIA,April,33826.00,4/1/19,T1,Search T1
T1,Search,Altima,In Market,Hispanic,HISPANIC MEDIA,August,23217.00,8/1/19,T1,Search T1
T1,Search,Altima,In Market,Hispanic,HISPANIC MEDIA,July,34413.00,7/1/19,T1,Search T1
T1,Search,Altima,In Market,Hispanic,HISPANIC MEDIA,June,27791.00,6/1/19,T1,Search T1
T1,Search,Altima,In Market,Hispanic,HISPANIC MEDIA,May,34729.00,5/1/19,T1,Search T1
T1,Search,Altima,In Market,Hispanic,HISPANIC MEDIA,September,23141.00,9/1/19,T1,Search T1
T1,Search,Altima,In Market,Paid Search,DIGITAL MEDIA,April,586268.00,4/1/19,T1,Search T1
T1,Search,Altima,In Market,Paid Search,DIGITAL MEDIA,August,309025.00,8/1/19,T1,Search T1
T1,Search,Altima,In Market,Paid Search,DIGITAL MEDIA,July,490739.00,7/1/19,T1,Search T1
T1,Search,Altima,In Market,Paid Search,DIGITAL MEDIA,June,584415.00,6/1/19,T1,Search T1
T1,Search,Altima,In Market,Paid Search,DIGITAL MEDIA,May,856325.00,5/1/19,T1,Search T1
T1,Search,Altima,In Market,Paid Search,DIGITAL MEDIA,September,319921.00,9/1/19,T1,Search T1
T1,Search,Armada,In Market,Hispanic,HISPANIC MEDIA,April,6789.00,4/1/19,T1,Search T1
T1,Search,Armada,In Market,Hispanic,HISPANIC MEDIA,August,1298.00,8/1/19,T1,Search T1
T1,Search,Armada,In Market,Hispanic,HISPANIC MEDIA,July,10694.00,7/1/19,T1,Search T1
T1,Search,Armada,In Market,Hispanic,HISPANIC MEDIA,June,7299.00,6/1/19,T1,Search T1
T1,Search,Armada,In Market,Hispanic,HISPANIC MEDIA,May,7182.00,5/1/19,T1,Search T1
T1,Search,Armada,In Market,Hispanic,HISPANIC MEDIA,September,1228.00,9/1/19,T1,Search T1
T1,Search,Armada,In Market,Paid Search,DIGITAL MEDIA,April,75087.00,4/1/19,T1,Search T1
T1,Search,Armada,In Market,Paid Search,DIGITAL MEDIA,August,118894.00,8/1/19,T1,Search T1
T1,Search,Armada,In Market,Paid Search,DIGITAL MEDIA,July,154671.00,7/1/19,T1,Search T1
T1,Search,Armada,In Market,Paid Search,DIGITAL MEDIA,June,198182.00,6/1/19,T1,Search T1
